what is the definition of Electrified line;A line that is electrified either by 25,000 volts or AC overhead lines or by 750 volts DC
what is the definition of Isolated;Electrical equipment is isolated when it is disconnected from all sources of electricity supply in a secure way.
what is the definition of earthed;means connected to the traction return running rail either directly or to a structure
what is the definition of Switched off;Electrical equipment that is disconnected and separated from all sources of supply
what is the definition of Adjacent line;A line or siding next to the line you are on
what is the definition of Bi-directional line;A line on which the signalling allows trains to run in both directions.
what is the definition of Goods line;A line that has not been signalled to the standard required
what is the definition of No-block line;A line on which the signaller does not monitor the condition of the block section.
what is the definition of Siding;A line on which vehicles are marshalled, stabled, loaded, unloaded
what is the definition of Single line;One line is available for movements in both directions.
what is the definition of Aspect;The indication of a colour light signal that the driver sees.
what is the definition of Junction signal;A signal that controls more than one running route
what is the definition of PoSA;a short for Proceed-on-sight authority
what is the definition of Proceed-on-sight authority;A signal used for controlling movements into a section affected by a failure of signalling equipment.
what is the definition of Right-side failure;A failure that does not reduce the protection given by signalling equipment.
what is the definition of Section signal;A stop signal that controls the entrance to a block section or intermediate block section ahead.
what is the definition of Shunting signal;A signal that is provided for shunting purposes only.
what is the definition of Stop signal;A signal that can show a stop aspect or indication.
what is the definition of TOWS;a short for Train operated warning system
what is the definition of TPWS;Train protection and warning system
what is the definition of Train protection and warning system;A system by which a train is stopped by an automatic application of the brakes when activated
what is the definition of Train operated warning system;An audible warning system at locations listed in the Sectional Appendix.
what is the definition of Wrong-side failure;A failure that reduces or removes the protection given by signalling equipment.
Electrified line is;A line that is electrified either by 25,000 volts or AC overhead lines or by 750 volts DC
Isolated is;Electrical equipment is isolated when it is disconnected from all sources of electricity supply in a secure way.
earthed is;means connected to the traction return running rail either directly or to a structure
Switched off is;Electrical equipment that is disconnected and separated from all sources of supply
Adjacent line is;A line or siding next to the line you are on
Bi-directional line is;A line on which the signalling allows trains to run in both directions.
Goods line is;A line that has not been signalled to the standard required
No-block line is;A line on which the signaller does not monitor the condition of the block section.
Siding is;A line on which vehicles are marshalled, stabled, loaded, unloaded
Single line is;One line is available for movements in both directions.
Aspect is;The indication of a colour light signal that the driver sees.
Junction signal is;A signal that controls more than one running route
PoSA is;a short for Proceed-on-sight authority
Proceed-on-sight authority is;A signal used for controlling movements into a section affected by a failure of signalling equipment.
Right-side failure is;A failure that does not reduce the protection given by signalling equipment.
Section signal is;A stop signal that controls the entrance to a block section or intermediate block section ahead.
Shunting signal is;A signal that is provided for shunting purposes only.
Stop signal is;A signal that can show a stop aspect or indication.
TOWS is;a short for Train operated warning system
TPWS is;Train protection and warning system
Train protection and warning system is;A system by which a train is stopped by an automatic application of the brakes when activated
Train operated warning system is;An audible warning system at locations listed in the Sectional Appendix.
Wrong-side failure is;A failure that reduces or removes the protection given by signalling equipment.
talk about Electrified line;A line that is electrified either by 25,000 volts or AC overhead lines or by 750 volts DC
talk about Isolated;Electrical equipment is isolated when it is disconnected from all sources of electricity supply in a secure way.
talk about earthed;means connected to the traction return running rail either directly or to a structure
talk about Switched off;Electrical equipment that is disconnected and separated from all sources of supply
talk about Adjacent line;A line or siding next to the line you are on
talk about Bi-directional line;A line on which the signalling allows trains to run in both directions.
talk about Goods line;A line that has not been signalled to the standard required
talk about No-block line;A line on which the signaller does not monitor the condition of the block section.
talk about Siding;A line on which vehicles are marshalled, stabled, loaded, unloaded
talk about Single line;One line is available for movements in both directions.
talk about Aspect;The indication of a colour light signal that the driver sees.
talk about Junction signal;A signal that controls more than one running route
talk about PoSA;a short for Proceed-on-sight authority
talk about Proceed-on-sight authority;A signal used for controlling movements into a section affected by a failure of signalling equipment.
talk about Right-side failure;A failure that does not reduce the protection given by signalling equipment.
talk about Section signal;A stop signal that controls the entrance to a block section or intermediate block section ahead.
talk about Shunting signal;A signal that is provided for shunting purposes only.
talk about Stop signal;A signal that can show a stop aspect or indication.
talk about TOWS;a short for Train operated warning system
talk about TPWS;Train protection and warning system
talk about Train protection and warning system;A system by which a train is stopped by an automatic application of the brakes when activated
talk about Train operated warning system;An audible warning system at locations listed in the Sectional Appendix.
talk about Wrong-side failure;A failure that reduces or removes the protection given by signalling equipment.
conceptualize Electrified line;A line that is electrified either by 25,000 volts or AC overhead lines or by 750 volts DC
conceptualize Isolated;Electrical equipment is isolated when it is disconnected from all sources of electricity supply in a secure way.
conceptualize earthed;means connected to the traction return running rail either directly or to a structure
conceptualize Switched off;Electrical equipment that is disconnected and separated from all sources of supply
conceptualize Adjacent line;A line or siding next to the line you are on
conceptualize Bi-directional line;A line on which the signalling allows trains to run in both directions.
conceptualize Goods line;A line that has not been signalled to the standard required
conceptualize No-block line;A line on which the signaller does not monitor the condition of the block section.
conceptualize Siding;A line on which vehicles are marshalled, stabled, loaded, unloaded
conceptualize Single line;One line is available for movements in both directions.
conceptualize Aspect;The indication of a colour light signal that the driver sees.
conceptualize Junction signal;A signal that controls more than one running route
conceptualize PoSA;a short for Proceed-on-sight authority
conceptualize Proceed-on-sight authority;A signal used for controlling movements into a section affected by a failure of signalling equipment.
conceptualize Right-side failure;A failure that does not reduce the protection given by signalling equipment.
conceptualize Section signal;A stop signal that controls the entrance to a block section or intermediate block section ahead.
conceptualize Shunting signal;A signal that is provided for shunting purposes only.
conceptualize Stop signal;A signal that can show a stop aspect or indication.
conceptualize TOWS;a short for Train operated warning system
conceptualize TPWS;Train protection and warning system
conceptualize Train protection and warning system;A system by which a train is stopped by an automatic application of the brakes when activated
conceptualize Train operated warning system;An audible warning system at locations listed in the Sectional Appendix.
conceptualize Wrong-side failure;A failure that reduces or removes the protection given by signalling equipment.
define Electrified line;A line that is electrified either by 25,000 volts or AC overhead lines or by 750 volts DC
define Isolated;Electrical equipment is isolated when it is disconnected from all sources of electricity supply in a secure way.
define earthed;means connected to the traction return running rail either directly or to a structure
define Switched off;Electrical equipment that is disconnected and separated from all sources of supply
define Adjacent line;A line or siding next to the line you are on
define Bi-directional line;A line on which the signalling allows trains to run in both directions.
define Goods line;A line that has not been signalled to the standard required
define No-block line;A line on which the signaller does not monitor the condition of the block section.
define Siding;A line on which vehicles are marshalled, stabled, loaded, unloaded
define Single line;One line is available for movements in both directions.
define Aspect;The indication of a colour light signal that the driver sees.
define Junction signal;A signal that controls more than one running route
define PoSA;a short for Proceed-on-sight authority
define Proceed-on-sight authority;A signal used for controlling movements into a section affected by a failure of signalling equipment.
define Right-side failure;A failure that does not reduce the protection given by signalling equipment.
define Section signal;A stop signal that controls the entrance to a block section or intermediate block section ahead.
define Shunting signal;A signal that is provided for shunting purposes only.
define Stop signal;A signal that can show a stop aspect or indication.
define TOWS;a short for Train operated warning system
define TPWS;Train protection and warning system
define Train protection and warning system;A system by which a train is stopped by an automatic application of the brakes when activated
define Train operated warning system;An audible warning system at locations listed in the Sectional Appendix.
define Wrong-side failure;A failure that reduces or removes the protection given by signalling equipment.
